yelpid,closed,scrapedurl,name,rating,review,verified,pricerange,categorylist,photos,phone,address,morebusinessinfo,openingtimes,lat,lng,seg
le-coq-rico-new-york,True,https://www.yelp.com/biz/le-coq-rico-new-york-2,Le Coq Rico,3.9,333,Claimed,$$$,"French, Cocktail Bars",978,(212) 267-7426,"30 E 20th St New York, NY 10003","Takes Reservations, Offers Delivery, Offers Takeout, Pescatarian Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Outdoor Seating, Classy, Moderate Noise, Casual Dress, Offers Catering, Good for Groups, Good for Dinner, Garage Parking, Street Parking, Waiter Service, Free Wi-Fi, Full Bar, Wheelchair Accessible, Gender-neutral restrooms, Open to All, Not Good For Kids, Not Good For Dancing, Dogs Not Allowed, No TV, Bike Parking","Mon: 12:00 PM - 3:00 PM, 5:30 PM - 10:30 PM | Tue: 12:00 PM - 3:00 PM, 5:30 PM - 10:30 PM | Wed: 12:00 PM - 3:00 PM, 5:30 PM - 10:30 PM | Thu: 12:00 PM - 3:00 PM, 5:30 PM - 10:30 PM | Fri: 12:00 PM - 3:00 PM, 5:30 PM - 10:30 PM | Sat: 11:30 AM - 3:00 PM, 5:30 PM - 10:30 PM | Sun: 11:30 AM - 3:00 PM, 5:30 PM - 10:30 PM",,,3
pizza-moto-brooklyn-2,True,https://www.yelp.com/biz/pizza-moto-brooklyn-2,Pizza Moto,4.4,228,Claimed,$$,"Pizza, Venues & Event Spaces, Italian",273,(718) 834-6686,"338 Hamilton Ave Brooklyn, NY 11231","Takes Reservations, Offers Delivery, Offers Takeout, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Apple Pay, Accepts Android Pay, Accepts Cryptocurrency, Outdoor Seating, Classy, Casual, Moderate Noise, Casual Dress, Offers Catering, Good for Groups, Good For Kids, Good for Dinner, Street Parking, Waiter Service, Free Wi-Fi, Full Bar, Dogs Allowed, Wheelchair Accessible, Gender-neutral restrooms, Open to All, Private Dining, No Happy Hour, No Drive-Thru, No TV, No Heated Outdoor Seating, No Covered Outdoor Seating, Bike Parking, Compostable containers available, Plastic-free packaging, Provides reusable tableware",Mon: Closed | Tue: Closed | Wed: 5:00 PM - 9:00 PM | Thu: 5:00 PM - 9:00 PM | Fri: 5:00 PM - 9:00 PM | Sat: 5:00 PM - 9:00 PM | Sun: 5:00 PM - 9:00 PM,,,3
a-voce-new-york-3,True,https://www.yelp.com/biz/a-voce-new-york-3,A Voce,3.4,423,Claimed,$$$,Italian,340,(212) 823-2523,"10 Columbus Cir Fl 3 New York, NY 10019","Takes Reservations, No Delivery, No Takeout, Accepts Credit Cards, Accepts Apple Pay, Upscale, Classy, Moderate Noise, Dressy, Good for Groups, Garage Parking, Full Bar, No Outdoor Seating, Offers Catering, Not Good For Kids, No Wi-Fi, No TV, No Bike Parking","Mon: 11:30 AM - 2:30 PM, 5:00 PM - 8:30 PM | Tue: 11:30 AM - 2:30 PM, 5:00 PM - 8:30 PM | Wed: 11:30 AM - 2:30 PM, 5:00 PM - 8:30 PM | Thu: 11:30 AM - 2:30 PM, 5:00 PM - 8:30 PM | Fri: 11:30 AM - 2:30 PM, 5:00 PM - 8:30 PM | Sat: 11:30 AM - 2:30 PM, 5:00 PM - 8:30 PM | Sun: 11:00 AM - 3:00 PM, 5:00 PM - 8:30 PM",,,3
ganso-ramen-brooklyn,True,https://www.yelp.com/biz/ganso-ramen-new-york,Ganso Ramen,5.0,3,Claimed,NA,"Ramen, Food Delivery Services",16,NA,"339 Greenwich St New York, NY 10013",NA,Mon: 11:00 AM - 8:00 PM | Tue: 11:00 AM - 8:00 PM | Wed: 11:00 AM - 8:00 PM | Thu: 11:00 AM - 8:00 PM | Fri: 11:00 AM - 8:00 PM | Sat: 11:00 AM - 8:00 PM | Sun: 11:00 AM - 8:00 PM,,,3
haldi-indian-cuisine-new-york,True,https://www.yelp.com/biz/haldi-indian-cuisine-new-york,Haldi Indian Cuisine,3.9,102,Claimed,$$,Indian,74,NA,"102 Lexington Ave New York, NY 10016","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Accepts Apple Pay, Casual, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Good for Dinner, Street Parking, Waiter Service, Full Bar, No Outdoor Seating, No Wi-Fi, No TV, Bike Parking","Mon: 11:30 AM - 3:00 PM, 5:00 PM - 10:45 PM | Tue: 11:30 AM - 3:00 PM, 5:00 PM - 10:45 PM | Wed: 11:30 AM - 3:00 PM, 5:00 PM - 10:45 PM | Thu: 11:30 AM - 3:00 PM, 5:00 PM - 10:45 PM | Fri: 11:30 AM - 3:00 PM, 5:00 PM - 11:00 PM | Sat: 12:00 PM - 10:45 PM | Sun: 12:00 PM - 10:00 PM",,,3
corkbuzz-wine-studio-new-york,False,https://www.yelp.com/biz/corkbuzz-restaurant-and-wine-bar-new-york,Corkbuzz Restaurant & Wine Bar,4.1,438,Claimed,$$$,"Wine Bars, New American",583,(646) 873-6071,"13 E 13th St New York, NY 10003","Health Score A, Takes Reservations, Offers Delivery, Offers Takeout, Walk-ins Welcome, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Outdoor Seating, Classy, Moderate Noise, Casual Dress, Good for Groups, Good for Dinner, Garage Parking, Street Parking, Best nights on Thursday, Friday, Saturday, Full Bar, Gender-neutral restrooms, Offers Catering, Not Good For Kids, Not Good For Dancing, No Wi-Fi, No TV, Bike Parking",Mon: Closed | Tue: 4:00 PM - 11:00 PM | Wed: 4:00 PM - 11:00 PM | Thu: 4:00 PM - 11:00 PM | Fri: 4:00 PM - 12:00 AM (Next day) | Sat: 4:00 PM - 12:00 AM (Next day) | Sun: Closed,,,3
67-burger-brooklyn,True,https://www.yelp.com/biz/67-burger-brooklyn,67 Burger,3.8,552,Claimed,$$,"Burgers, Juice Bars & Smoothies",230,(718) 797-7150,"67 Lafayette Ave Brooklyn, NY 11217","Offers Takeout, No Reservations, Accepts Credit Cards, Accepts Apple Pay, Outdoor Seating, Casual, Moderate Noise, Good for Groups, Good For Kids, Good for Lunch, Dinner, Street Parking, Free Wi-Fi, Beer & Wine Only, Gender-neutral restrooms, Offers Catering, No Drive-Thru, No TV, Bike Parking",Mon: Closed | Tue: 11:30 AM - 9:00 PM | Wed: 11:30 AM - 9:00 PM | Thu: 11:30 AM - 9:00 PM | Fri: 11:30 AM - 10:00 PM | Sat: 11:30 AM - 10:00 PM | Sun: 11:30 AM - 9:00 PM,,,3
los-perros-locos-new-york,True,https://www.yelp.com/biz/los-perros-locos-new-york,Los Perros Locos,4.1,178,Claimed,$,"Hot Dogs, Colombian, Nightlife",138,(212) 473-1200,"201 Allen St New York, NY 10002","Offers Delivery, Offers Takeout, No Reservations, Accepts Credit Cards, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Street Parking, Beer & Wine Only, No Outdoor Seating, No Wi-Fi, No TV, Bike Parking",Mon: 6:00 PM - 2:00 AM (Next day) | Tue: 6:00 PM - 2:00 AM (Next day) | Wed: 6:00 PM - 2:00 AM (Next day) | Thu: 6:00 PM - 3:00 AM (Next day) | Fri: 12:00 PM - 4:00 AM (Next day) | Sat: 12:00 PM - 4:00 AM (Next day) | Sun: 12:00 PM - 12:00 AM (Next day),,,3
m-wells-dinette-long-island-city,True,https://www.yelp.com/biz/m-wells-dinette-long-island-city,M Wells Dinette,3.9,168,Claimed,$$,"New American, Sandwiches",415,(718) 784-2084,"22-25 Jackson Ave MoMA PS1 Long Island City, NY 11101","No Reservations, No Delivery, No Takeout, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Hipster, Casual, Moderate Noise, Good for Groups, Good For Kids, Good for Lunch, Street Parking, Free Wi-Fi, Full Bar, Gender-neutral restrooms, No Outdoor Seating, Offers Catering, No TV, Bike Parking",Mon: 12:00 PM - 6:00 PM | Tue: Closed | Wed: Closed | Thu: 12:00 PM - 6:00 PM | Fri: 12:00 PM - 6:00 PM | Sat: 12:00 PM - 6:00 PM | Sun: 12:00 PM - 6:00 PM,,,3
racines-new-york,True,https://www.yelp.com/biz/racines-ny-new-york,Racines NY,3.9,143,Claimed,$$$,"French, Wine Bars, New American",173,(212) 227-3400,"94 Chambers St New York, NY 10007","Takes Reservations, Offers Delivery, Offers Takeout, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Moderate Noise, Casual Dress, Good for Groups, Good for Dinner, Street Parking, Waiter Service, Best nights on Tuesday, Wednesday, Thursday, Full Bar, Wheelchair Accessible, Gender-neutral restrooms, Open to All, No Outdoor Seating, Offers Catering, Not Good For Kids, Not Good For Dancing, No Wi-Fi, No Smoking, No TV, Bike Parking",Mon: 6:00 PM - 11:00 PM | Tue: 6:00 PM - 11:00 PM | Wed: 6:00 PM - 11:00 PM | Thu: 6:00 PM - 11:00 PM | Fri: 6:00 PM - 11:00 PM | Sat: Closed | Sun: Closed,,,3
lavo-new-york,False,https://www.yelp.com/biz/lavo-new-york-7,LAVO,3.4,1123,Claimed,$$$,Italian,>1000,(212) 750-5588,"39 E 58th St New York, NY 10022","Health Score Not Yet Graded, Offers Delivery, Offers Takeout, No Reservations, Limited Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Trendy, Moderate Noise, Casual Dress, Offers Catering, Good for Groups, Good for Dinner, Street Parking, Free Wi-Fi, Happy Hour Specials, Full Bar, Private Dining, No Outdoor Seating, Not Good For Kids, Dogs Not Allowed, No TV, No Heated Outdoor Seating, No Covered Outdoor Seating, Provides reusable tableware, No Bike Parking",Mon: 11:30 AM - 9:00 PM | Tue: 11:30 AM - 9:00 PM | Wed: 11:30 AM - 9:00 PM | Thu: 11:30 AM - 9:00 PM | Fri: 11:30 AM - 9:00 PM | Sat: 4:00 PM - 9:00 PM | Sun: 4:00 PM - 9:00 PM,,,3
mamak-malaysia-flushing,True,https://www.yelp.com/biz/mamak-malaysia-flushing,Mamak Malaysia,3.0,24,Claimed,$$,"Halal, Malaysian",68,(718) 886-4828,"35-20 Farrington St Flushing, NY 11354","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Casual, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Street Parking, TV, No Outdoor Seating, No Wi-Fi, No Alcohol",Mon: 11:30 AM - 10:00 PM | Tue: 11:30 AM - 10:00 PM | Wed: 11:30 AM - 10:00 PM | Thu: 11:30 AM - 10:00 PM | Fri: 11:30 AM - 11:00 PM | Sat: 11:30 AM - 11:00 PM | Sun: 11:30 AM - 10:00 PM,,,3
rouge-et-blanc-new-york,True,https://www.yelp.com/biz/rouge-et-blanc-new-york,Rouge et Blanc,4.0,192,Claimed,$$$,"New American, Asian Fusion",94,(212) 260-5757,"48 Macdougal St New York, NY 10012","Takes Reservations, No Delivery, No Takeout, Accepts Credit Cards, Intimate, Quiet, Good for Groups, Street Parking, Beer & Wine Only, No Outdoor Seating, Offers Catering, Not Good For Kids, No Wi-Fi, No TV, Bike Parking",Mon: Closed | Tue: 5:30 PM - 10:00 PM | Wed: 5:30 PM - 10:00 PM | Thu: 5:30 PM - 12:00 AM (Next day) | Fri: 5:30 PM - 1:00 AM (Next day) | Sat: 5:30 PM - 1:00 AM (Next day) | Sun: 5:30 PM - 10:00 PM,,,3
el-cocotero-new-york,True,https://www.yelp.com/biz/el-cocotero-new-york,El Cocotero,3.7,539,Claimed,$$,Venezuelan,370,(973) 955-8395,"228 W 18th St New York, NY 10011","Takes Reservations, Offers Delivery, Offers Takeout, Many Vegetarian Options, Accepts Credit Cards, Accepts Apple Pay, Accepts Cryptocurrency, Casual, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Good for Dinner, Street Parking, Waiter Service, Happy Hour Specials, Beer & Wine Only, Wheelchair Accessible, TV, Gender-neutral restrooms, No Outdoor Seating, No Wi-Fi, Bike Parking",Mon: 11:00 AM - 10:30 PM | Tue: 11:00 AM - 11:00 PM | Wed: 11:00 AM - 11:00 PM | Thu: 11:00 AM - 11:00 PM | Fri: 11:00 AM - 11:00 PM | Sat: 11:00 AM - 11:00 PM | Sun: 11:00 AM - 11:00 PM,,,3
john-brown-smokehouse-long-island-city-3,True,https://www.yelp.com/biz/john-brown-smokehouse-long-island-city-4,John Brown Smokehouse,4.0,910,Claimed,$$,"Barbeque, Smokehouse",952,NA,"10-43 44th Dr Long Island City, NY 11101","Offers Delivery, Offers Takeout, No Reservations, Limited Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Outdoor Seating, Classy, Casual, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Good for Lunch, Dinner, Street Parking, Free Wi-Fi, Beer & Wine Only, TV, Dogs Not Allowed, Bike Parking, Compostable containers available",Mon: 12:00 PM - 8:00 PM | Tue: 12:00 PM - 8:00 PM | Wed: 12:00 PM - 8:00 PM | Thu: 12:00 PM - 8:00 PM | Fri: 12:00 PM - 8:00 PM | Sat: 12:00 PM - 8:00 PM | Sun: 12:00 PM - 8:00 PM,,,3
pok-pok-phat-thai-new-york,True,https://www.yelp.com/biz/pok-pok-phat-thai-new-york,Pok Pok Phat Thai,3.5,135,Claimed,$$,Thai,61,(212) 477-1299,"137 Rivington St New York, NY 10002","Offers Delivery, Offers Takeout, No Reservations, Accepts Credit Cards, Casual, Moderate Noise, Good For Kids, Street Parking, No Outdoor Seating, Offers Catering, Not Good For Groups, No Wi-Fi, No Alcohol, No TV, Bike Parking",Mon: 12:00 PM - 11:00 PM | Tue: 12:00 PM - 11:00 PM | Wed: 12:00 PM - 11:00 PM | Thu: 12:00 PM - 11:00 PM | Fri: 12:00 PM - 11:00 PM | Sat: 12:00 PM - 11:00 PM | Sun: 12:00 PM - 11:00 PM,,,3
dovetail-new-york,True,https://www.yelp.com/biz/dovetail-new-york,Dovetail,4.0,696,Claimed,$$$$,"New American, French",891,(212) 362-3800,"103 W 77th St New York, NY 10024","Takes Reservations, Offers Takeout, No Delivery, Accepts Credit Cards, Accepts Apple Pay, Upscale, Classy, Quiet, Dressy, Good for Groups, Good for Dinner, Street Parking, Waiter Service, Full Bar, No Outdoor Seating, Offers Catering, Not Good For Kids, No Wi-Fi, No TV, No Bike Parking",Mon: 5:30 PM - 10:00 PM | Tue: 5:30 PM - 10:00 PM | Wed: 5:30 PM - 10:00 PM | Thu: 5:30 PM - 10:00 PM | Fri: 5:00 PM - 11:00 PM | Sat: 5:00 PM - 11:00 PM | Sun: 5:00 PM - 10:00 PM,,,3
neerob-bronx,False,https://www.yelp.com/biz/neerob-restaurant-and-halal-chinese-bronx,Neerob Restaurant & Halal Chinese,4.0,10,Claimed,NA,"Bangladeshi, Halal, Chinese",7,(718) 918-1234,"2096 Starling Ave Bronx, NY 10462","Health Score 21.0, Offers Delivery, Offers Takeout, Many Vegetarian Options, Classy, Offers Catering",Mon: 8:00 AM - 10:30 PM | Tue: 8:00 AM - 10:30 PM | Wed: 8:00 AM - 10:30 PM | Thu: 8:00 AM - 10:30 PM | Fri: 8:00 AM - 10:30 PM | Sat: 8:00 AM - 10:30 PM | Sun: 8:00 AM - 10:30 PM,,,3
toné-café-new-york-2,True,https://www.yelp.com/biz/ton%C3%A9-caf%C3%A9-new-york-2,Toné Café,4.2,31,Claimed,$,"Bakeries, Cafes",52,(212) 882-1199,"134 E 17th St New York, NY 10003","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Accepts Cryptocurrency, Casual, Quiet, Offers Catering, Good For Kids, Good for Lunch, Street Parking, Free Wi-Fi, Wheelchair Accessible, No Outdoor Seating, Not Good For Groups, No Waiter Service, No Alcohol, Dogs Not Allowed, No TV, Bike Parking",Mon: 8:00 AM - 8:00 PM | Tue: 8:00 AM - 8:00 PM | Wed: 8:00 AM - 8:00 PM | Thu: 8:00 AM - 8:00 PM | Fri: 8:00 AM - 8:00 PM | Sat: 8:00 AM - 8:00 PM | Sun: 8:00 AM - 8:00 PM,,,3
the-john-dory-oyster-bar-new-york,True,https://www.yelp.com/biz/the-john-dory-oyster-bar-new-york,The John Dory Oyster Bar,3.1,588,Claimed,$$$,"Seafood, Bars",431,(212) 792-9000,"1196 Broadway New York, NY 10001","Takes Reservations, No Delivery, No Takeout, Accepts Credit Cards, Accepts Apple Pay, Outdoor Seating, Trendy, Moderate Noise, Offers Catering, Good for Groups, Good for Dinner, Street Parking, Free Wi-Fi, Best nights on Friday, Saturday, Sunday, Happy Hour Specials, Full Bar, Gender-neutral restrooms, Not Good For Kids, Not Good For Dancing, No Pool Table, No TV, Bike Parking",Mon: Closed | Tue: Closed | Wed: Closed | Thu: Closed | Fri: Closed | Sat: 12:00 PM - 12:00 AM (Next day) | Sun: Closed,,,3
narcissa-new-york,True,https://www.yelp.com/biz/narcissa-new-york,Narcissa,3.7,495,Claimed,$$$,New American,816,(212) 228-3344,"25 Cooper Sq New York, NY 10003","Takes Reservations, Offers Delivery, Offers Takeout, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Outdoor Seating, Trendy, Classy, Moderate Noise, Good for Groups, Good for Dinner, Valet Parking, Waiter Service, Full Bar, Wheelchair Accessible, Gender-neutral restrooms, Offers Catering, Not Good For Kids, No Wi-Fi, Dogs Not Allowed, No TV, Bike Parking","Mon: 5:30 PM - 10:00 PM | Tue: 5:30 PM - 10:00 PM | Wed: 5:30 PM - 10:00 PM | Thu: 5:30 PM - 10:00 PM | Fri: 5:30 PM - 11:00 PM | Sat: 10:00 AM - 3:00 PM, 5:30 PM - 11:00 PM | Sun: 10:00 AM - 3:00 PM, 5:30 PM - 11:00 PM",,,3
martha-brooklyn-5,True,https://www.yelp.com/biz/martha-brooklyn-5,Martha,3.8,153,Claimed,$$,"New American, Asian Fusion",107,(718) 596-4147,"184 DeKalb Ave Brooklyn, NY 11205","Takes Reservations, Offers Takeout, No Delivery, Accepts Credit Cards, Outdoor Seating, Hipster, Moderate Noise, Good for Groups, Good For Kids, Street Parking, Beer & Wine Only, Offers Catering, No Wi-Fi, No TV, Bike Parking",Mon: Closed | Tue: 6:00 PM - 11:00 PM | Wed: 6:00 PM - 11:00 PM | Thu: 6:00 PM - 11:00 PM | Fri: 6:00 PM - 12:00 AM (Next day) | Sat: 6:00 PM - 12:00 AM (Next day) | Sun: 6:00 PM - 10:00 PM,,,3
kutshers-tribeca-new-york,True,https://www.yelp.com/biz/kutshers-tribeca-new-york,Kutsher's Tribeca,3.3,163,Claimed,$$$,New American,82,(212) 431-0606,"186 Franklin St New York, NY 10013","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Casual, Loud, Offers Catering, Good for Groups, Good For Kids, Street Parking, Free Wi-Fi, Full Bar, No Outdoor Seating, No TV, No Bike Parking","Mon: 12:00 PM - 3:30 PM | Tue: 12:00 PM - 3:30 PM, 5:30 PM - 9:30 PM | Wed: 12:00 PM - 3:30 PM, 5:30 PM - 9:30 PM | Thu: 12:00 PM - 3:30 PM, 5:30 PM - 9:30 PM | Fri: 12:00 PM - 3:30 PM, 5:30 PM - 10:00 PM | Sat: 11:00 AM - 4:00 PM, 5:30 PM - 10:00 PM | Sun: 11:00 AM - 4:00 PM",,,3
hakata-tonton-new-york-3,True,https://www.yelp.com/biz/hakata-tonton-new-york-6,Hakata Tonton,3.8,1013,Claimed,$$,"Hot Pot, Izakaya",>1000,(212) 242-3699,"61 Grove St New York, NY 10014","Takes Reservations, Offers Takeout, Pescatarian Options, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Classy, Casual, Moderate Noise, Good for Groups, Good for Dinner, Street Parking, Waiter Service, Full Bar, Gender-neutral restrooms, No Outdoor Seating, Offers Catering, Not Good For Kids, No Wi-Fi, Dogs Not Allowed, No TV, No Bike Parking","Mon: Closed | Tue: 12:00 PM - 2:30 PM, 5:00 PM - 8:00 PM | Wed: 12:00 PM - 2:30 PM, 5:00 PM - 8:00 PM | Thu: 12:00 PM - 2:30 PM, 5:00 PM - 8:00 PM | Fri: 12:00 PM - 2:30 PM, 4:00 PM - 8:00 PM | Sat: 12:00 PM - 2:30 PM, 4:00 PM - 8:00 PM | Sun: 12:00 PM - 2:30 PM, 5:00 PM - 8:00 PM",,,3
telepan-local-new-york,True,https://www.yelp.com/biz/telepan-local-new-york,Telepan Local,3.7,79,Claimed,$$$,New American,91,(212) 966-9255,"329 Greenwich St New York, NY 10013","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Accepts Cryptocurrency, Outdoor Seating, Trendy, Moderate Noise, Offers Catering, Good for Groups, Good for Dinner, Garage Parking, Street Parking, Waiter Service, Full Bar, Wheelchair Accessible, Not Good For Kids, No Wi-Fi, Dogs Not Allowed, No TV, No Bike Parking",Mon: 11:30 AM - 10:30 PM | Tue: 11:30 AM - 10:30 PM | Wed: 11:30 AM - 10:30 PM | Thu: 11:30 AM - 10:30 PM | Fri: 11:30 AM - 11:30 PM | Sat: 11:00 AM - 11:30 PM | Sun: 11:00 AM - 10:30 PM,,,3
boqueria-new-york-2,False,https://www.yelp.com/biz/boqueria-soho-new-york-2,Boqueria Soho,4.1,1272,Claimed,$$,"Spanish, Tapas Bars, Tapas/Small Plates",>1000,(212) 343-4255,"171 Spring St New York, NY 10012","Health Score 25.0, Takes Reservations, Offers Delivery, Offers Takeout, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Apple Pay, Outdoor Seating, Trendy, Moderate Noise, Offers Catering, Good for Groups, Good for Dinner, Street Parking, Waiter Service, Free Wi-Fi, Happy Hour Specials, Full Bar, Wheelchair Accessible, TV, Gender-neutral restrooms, Open to All, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Not Good For Kids, No Drive-Thru, Dogs Not Allowed, Bike Parking",Mon: 11:30 AM - 10:00 PM | Tue: 11:30 AM - 10:00 PM | Wed: 11:30 AM - 10:00 PM | Thu: 11:30 AM - 10:00 PM | Fri: 11:30 AM - 11:00 PM | Sat: 11:00 AM - 11:00 PM | Sun: 11:00 AM - 10:00 PM,,,3
barraca-new-york,True,https://www.yelp.com/biz/barraca-new-york,Barraca,3.7,651,Claimed,$$,"Spanish, Tapas/Small Plates, Wine Bars",941,(212) 462-0080,"81 Greenwich Ave New York, NY 10014","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Outdoor Seating, Casual, Moderate Noise, Casual Dress, Offers Catering, Good for Groups, Good for Brunch, Dinner, Street Parking, Waiter Service, Best nights on Friday, Saturday, Sunday, Full Bar, Dogs Allowed, Gender-neutral restrooms, Open to All, Not Good For Kids, Not Good For Dancing, No Wi-Fi, No Smoking, Not Wheelchair Accessible, No TV, No Bike Parking",Mon: 4:00 PM - 11:00 PM | Tue: 4:00 PM - 11:00 PM | Wed: 4:00 PM - 11:00 PM | Thu: 4:00 PM - 11:00 PM | Fri: 12:00 PM - 12:00 AM (Next day) | Sat: 11:00 AM - 12:00 AM (Next day) | Sun: 11:00 AM - 10:00 PM,,,3
sons-of-thunder-new-york-4,True,https://www.yelp.com/biz/sons-of-thunder-new-york-4,Sons of Thunder,4.3,778,Claimed,$$,"Hawaiian, Hot Dogs, Poke",889,(646) 863-2212,"204 E 38th St New York, NY 10016","Offers Delivery, Offers Takeout, No Reservations, Vegan Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Classy, Casual, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Good for Lunch, Dinner, Street Parking, Free Wi-Fi, Beer & Wine Only, Wheelchair Accessible, Gender-neutral restrooms, No Outdoor Seating, No Waiter Service, No Happy Hour, No Drive-Thru, Dogs Not Allowed, No TV, No Heated Outdoor Seating, No Covered Outdoor Seating, Compostable containers available, No Bike Parking",Mon: 11:00 AM - 9:00 PM | Tue: 11:00 AM - 9:00 PM | Wed: 11:00 AM - 9:00 PM | Thu: 11:00 AM - 9:00 PM | Fri: 11:00 AM - 9:00 PM | Sat: Closed | Sun: Closed,,,3
east-coast-poke-new-york,True,https://www.yelp.com/biz/east-coast-poke-new-york,East Coast Poke,3.8,11,Claimed,$$,Hawaiian,20,(718) 887-6902,"186 West 4th New York, NY 10014","Offers Delivery, Offers Takeout, No Reservations, Accepts Credit Cards, Accepts Cryptocurrency, Offers Catering, Good for Groups, Street Parking, Waiter Service, Free Wi-Fi, Beer & Wine Only, Dogs Allowed, Wheelchair Accessible, No Outdoor Seating, Not Good For Kids, No TV, No Bike Parking",Mon: 11:00 AM - 4:00 PM | Tue: 11:00 AM - 4:00 PM | Wed: 11:00 AM - 4:00 PM | Thu: 11:00 AM - 4:00 PM | Fri: 11:00 AM - 4:00 PM | Sat: 11:00 AM - 4:00 PM | Sun: Closed,,,4
maison-premiere-brooklyn,False,https://www.yelp.com/biz/maison-premiere-brooklyn,Maison Premiere,4.1,1273,Claimed,$$$,"Seafood, Bars, Venues & Event Spaces",>1000,(347) 889-5710,"298 Bedford Ave Brooklyn, NY 11249","Health Score A, Takes Reservations, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Outdoor Seating, Classy, Moderate Noise, Good for Groups, Good for Dinner, Street Parking, Best nights on Wednesday, Friday, Saturday, Happy Hour Specials, Full Bar, Gender-neutral restrooms, Offers Catering, Not Good For Kids, Not Good For Dancing, No Pool Table, No Wi-Fi, No TV, Bike Parking, Provides reusable tableware",Mon: 2:00 PM - 1:00 AM (Next day) | Tue: 2:00 PM - 1:00 AM (Next day) | Wed: 2:00 PM - 1:00 AM (Next day) | Thu: 2:00 PM - 1:00 AM (Next day) | Fri: 2:00 PM - 1:00 AM (Next day) | Sat: 12:00 PM - 1:00 AM (Next day) | Sun: 12:00 PM - 1:00 AM (Next day),,,4
